Vehicle_ID,Vehicle_Name,Template_ID,Template_Name,Manufacturer_ID,Manufacturer_Name,Tech_Tier_ID,Tech_Tier_Name,Domain,Family,Vehicle_Type,Size_Class,Role,Genre_Tag,Lift_Mode,Propulsion,Power_Source,Hull_Type,Crew_Min,Crew_Std,Passenger_Cap,Cargo_t,Length_m,Beam_m,Height_m,Mass_t,Local_Cruise_kph,Water_Cruise_kph,Dive_Depth_m,Vacuum_DeltaV_kps,FTL_pc_day,Range_km,Endurance_days,Agility,Sensors,Stealth,Armor,Shields,HP,Hardpoints,Option_Slots,Operating_Cost_cr_day,Maintenance_Hours_100h,Availability,Legal_Class,Default_Option_1_ID,Default_Option_1,Option_1_Cost_cr,Default_Option_2_ID,Default_Option_2,Option_2_Cost_cr,Default_Option_3_ID,Default_Option_3,Option_3_Cost_cr,Base_Price_cr,Total_Price_cr,Notes,Source_Note,Weapon_Profile_1_ID,Weapon_Profile_1,Weapon_Profile_2_ID,Weapon_Profile_2,Default_Loadout_Cost_cr,Combat_Rating,Threat_Rating,Primary_Faction_Tag,Secondary_Faction_Tag,Civilian_Use_Tag,Rarity_Score,Rarity,Vendor_ID,Vendor_Name,Vendor_Class,Economy_Band,Acquisition_Tier,License_Requirement,Upkeep_Band,Campaign_Balance_Points,Encounter_Role,Salvage_Value_cr,Refit_Cap_cr,Crew_Quality_Minimum,Evennia_Typeclass,Prototype_Key,Vehicle_Slug,Domain_Slug,Family_Slug,Vehicle_Type_Slug,Role_Slug,Tech_Tier_Slug,Availability_Slug,Legal_Class_Slug,Rarity_Slug,Economy_Band_Slug,Encounter_Role_Slug,Lockstring,Spawn_Location_Tag,Home_Tag,Import_Action,Active
V-PFL-BR-AER-T4,Aetherion Broom Mk IV,PFL-BR,Broom,AER,Aetherion Guild,4,Advanced,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.03,1.2,0.6,0.3,0.07,121,0,0,0.0,0.0,77,0.5,10,4,8,2,3,6,2,3,134,3.6,Uncommon,Civilian,OPT-03-T4,Terrain Adaptive Actuators Mk IV,3629,OPT-08-T4,Reactive Plating Array Mk IV,9651,OPT-30-T4,Jump Beacon Mk IV,14106,3426,30812,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,4.9,5.9,ARC,EXP,civilian,16,Common,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,9.1,Line,6779,6162,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,aetherion-broom-mk-iv,aerial,personal-flight,broom,arcane-personal-flight,advanced,uncommon,civilian,common,crew,line,,,,upsert,True
V-PFL-BR-NVF-T4,Nova Broom Mk IV,PFL-BR,Broom,NVF,Nova Forge Interstellar,4,Advanced,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.03,1.2,0.6,0.3,0.07,121,0,0,0.0,0.0,77,0.5,10,4,7,3,3,6,3,3,133,5.3,Uncommon,Civilian,OPT-06-T4,Bio-Muscle Lattice Mk IV,5184,OPT-11-T4,Countermeasure Cloud Mk IV,5011,OPT-31-T4,Probe Bay Mk IV,4320,3320,17835,Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,7.0,7.0,ARC,EXP,civilian,18,Common,VEN-043,Arcane Atelier 1,atelier,Street,Tier 0 - petty cash,,Low,10.2,Line,3924,3567,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,nova-broom-mk-iv,aerial,personal-flight,broom,arcane-personal-flight,advanced,uncommon,civilian,common,street,line,,,,upsert,True
V-PFL-BR-BLW-T4,Bulwark Broom Mk IV,PFL-BR,Broom,BLW,Bulwark Heavy Industries,4,Advanced,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.03,1.2,0.6,0.3,0.07,109,0,0,0.0,0.0,75,0.6,9,3,6,4,3,6,4,3,132,6.6,Uncommon,Civilian,OPT-04-T4,Hydrojet Overdrive Mk IV,4493,OPT-08-T4,Reactive Plating Array Mk IV,9651,OPT-30-T4,Jump Beacon Mk IV,14106,3008,31258,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,9.1,10.1,ARC,EXP,civilian,20,Common,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,13.3,Line,6877,6252,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,bulwark-broom-mk-iv,aerial,personal-flight,broom,arcane-personal-flight,advanced,uncommon,civilian,common,crew,line,,,,upsert,True
V-PFL-BR-AER-T5,Aetherion Broom Mk V,PFL-BR,Broom,AER,Aetherion Guild,5,Military,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.03,1.2,0.6,0.3,0.08,135,0,0,0.0,0.0,92,0.6,10,5,8,2,4,7,2,4,138,4.1,Uncommon,Civilian,OPT-05-T5,Void Sail Trim Mk V,7258,OPT-09-T5,Shield Projector Grid Mk V,16565,OPT-30-T5,Jump Beacon Mk V,18514,4563,46900,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,5.0,6.0,ARC,EXP,civilian,22,Common,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,10.0,Line,10318,9380,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,aetherion-broom-mk-v,aerial,personal-flight,broom,arcane-personal-flight,military,uncommon,civilian,common,crew,line,,,,upsert,True
V-PFL-BR-NVF-T5,Nova Broom Mk V,PFL-BR,Broom,NVF,Nova Forge Interstellar,5,Military,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.03,1.2,0.6,0.3,0.08,135,0,0,0.0,0.0,92,0.6,10,5,7,4,4,7,4,4,138,8.0,Uncommon,Civilian,OPT-02-T5,Silent Lift Coils Mk V,4082,OPT-11-T5,Countermeasure Cloud Mk V,6577,OPT-32-T5,Science Lab Module Mk V,17296,4585,32540,Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,9.3,12.3,ARC,EXP,civilian,26,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,16.3,Line,6508,6508,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,nova-broom-mk-v,aerial,personal-flight,broom,arcane-personal-flight,military,uncommon,civilian,uncommon,crew,line,,,,upsert,True
V-PFL-BR-BLW-T5,Bulwark Broom Mk V,PFL-BR,Broom,BLW,Bulwark Heavy Industries,5,Military,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.03,1.2,0.6,0.3,0.08,122,0,0,0.0,0.0,90,0.7,10,4,6,4,4,7,4,4,136,7.4,Uncommon,Civilian,OPT-06-T5,Bio-Muscle Lattice Mk V,6804,OPT-08-T5,Reactive Plating Array Mk V,12667,OPT-32-T5,Science Lab Module Mk V,17296,4001,40768,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,9.3,12.3,ARC,EXP,civilian,26,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,16.3,Line,8154,8154,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,bulwark-broom-mk-v,aerial,personal-flight,broom,arcane-personal-flight,military,uncommon,civilian,uncommon,crew,line,,,,upsert,True
V-PFL-BR-AER-T6,Aetherion Broom Mk VI,PFL-BR,Broom,AER,Aetherion Guild,6,Elite,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.03,1.3,0.6,0.3,0.09,155,0,0,0.0,0.0,109,0.7,10,5,9,3,5,8,3,4,146,6.8,Uncommon,Civilian,OPT-01-T6,Afterburner Vector Pack Mk VI,7560,OPT-07-T6,Ablative Armor Weave Mk VI,10584,OPT-30-T6,Jump Beacon Mk VI,24685,6408,49237,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,7.3,8.3,ARC,EXP,civilian,24,Common,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,13.1,Line,10832,9847,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,aetherion-broom-mk-vi,aerial,personal-flight,broom,arcane-personal-flight,elite,uncommon,civilian,common,crew,line,,,,upsert,True
V-PFL-BR-NVF-T6,Nova Broom Mk VI,PFL-BR,Broom,NVF,Nova Forge Interstellar,6,Elite,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.03,1.3,0.6,0.3,0.09,155,0,0,0.0,0.0,109,0.8,10,5,8,4,5,8,4,4,145,8.8,Uncommon,Civilian,OPT-06-T6,Bio-Muscle Lattice Mk VI,9072,OPT-11-T6,Countermeasure Cloud Mk VI,8770,OPT-30-T6,Jump Beacon Mk VI,24685,6195,48722,Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,9.4,12.4,ARC,EXP,civilian,26,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,17.2,Line,9744,9744,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,nova-broom-mk-vi,aerial,personal-flight,broom,arcane-personal-flight,elite,uncommon,civilian,uncommon,crew,line,,,,upsert,True
V-PFL-BR-BLW-T6,Bulwark Broom Mk VI,PFL-BR,Broom,BLW,Bulwark Heavy Industries,6,Elite,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.04,1.3,0.6,0.3,0.09,140,0,0,0.0,0.0,107,0.8,10,4,7,5,5,8,5,4,142,10.2,Rare,Civilian,OPT-01-T6,Afterburner Vector Pack Mk VI,7560,OPT-08-T6,Reactive Plating Array Mk VI,16890,OPT-32-T6,Science Lab Module Mk VI,23061,5599,53110,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,11.6,14.6,ARC,EXP,civilian,36,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,19.4,Line,10622,10622,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,bulwark-broom-mk-vi,aerial,personal-flight,broom,arcane-personal-flight,elite,rare,civilian,uncommon,crew,line,,,,upsert,True
V-PFL-BR-AER-T7,Aetherion Broom Mk VII,PFL-BR,Broom,AER,Aetherion Guild,7,Stellar,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.03,1.3,0.7,0.3,0.11,179,0,0,0.0,0.0,136,0.9,10,6,9,4,6,9,4,5,157,10.2,Rare,Civilian,OPT-03-T7,Terrain Adaptive Actuators Mk VII,8618,OPT-09-T7,Shield Projector Grid Mk VII,29974,OPT-30-T7,Jump Beacon Mk VII,33501,9137,81230,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,9.6,12.6,ARC,EXP,civilian,42,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,18.2,Line,16246,16246,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,aetherion-broom-mk-vii,aerial,personal-flight,broom,arcane-personal-flight,stellar,rare,civilian,uncommon,crew,line,,,,upsert,True
V-PFL-BR-NVF-T7,Nova Broom Mk VII,PFL-BR,Broom,NVF,Nova Forge Interstellar,7,Stellar,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.04,1.3,0.7,0.3,0.11,179,0,0,0.0,0.0,136,0.9,10,6,8,4,6,9,4,5,154,10.0,Rare,Civilian,OPT-03-T7,Terrain Adaptive Actuators Mk VII,8618,OPT-12-T7,Phase Veil Baffle Mk VII,39672,OPT-30-T7,Jump Beacon Mk VII,33501,8518,90309,Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,9.6,12.6,ARC,EXP,civilian,42,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,18.2,Line,18062,18062,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,nova-broom-mk-vii,aerial,personal-flight,broom,arcane-personal-flight,stellar,rare,civilian,uncommon,crew,line,,,,upsert,True
V-PFL-BR-BLW-T7,Bulwark Broom Mk VII,PFL-BR,Broom,BLW,Bulwark Heavy Industries,7,Stellar,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.04,1.3,0.7,0.3,0.11,162,0,0,0.0,0.0,133,1.0,10,5,7,6,6,9,6,5,152,13.9,Uncommon,Civilian,OPT-03-T7,Terrain Adaptive Actuators Mk VII,8618,OPT-11-T7,Countermeasure Cloud Mk VII,11902,OPT-31-T7,Probe Bay Mk VII,10260,7956,38736,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,13.9,16.9,ARC,EXP,civilian,38,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,22.5,Line,7747,7747,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,bulwark-broom-mk-vii,aerial,personal-flight,broom,arcane-personal-flight,stellar,uncommon,civilian,uncommon,crew,line,,,,upsert,True
V-PFL-BR-AER-T8,Aetherion Broom Mk VIII,PFL-BR,Broom,AER,Aetherion Guild,8,Apex,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.04,1.4,0.7,0.3,0.13,203,0,0,0.0,0.0,166,1.1,10,7,10,4,7,11,4,6,171,11.7,Rare,Civilian,OPT-02-T8,Silent Lift Coils Mk VIII,10109,OPT-08-T8,Reactive Plating Array Mk VIII,31366,OPT-32-T8,Science Lab Module Mk VIII,42827,12667,96969,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,9.8,12.8,ARC,EXP,civilian,42,Uncommon,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,19.2,Line,19394,19394,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,aetherion-broom-mk-viii,aerial,personal-flight,broom,arcane-personal-flight,apex,rare,civilian,uncommon,crew,line,,,,upsert,True
V-PFL-BR-NVF-T8,Nova Broom Mk VIII,PFL-BR,Broom,NVF,Nova Forge Interstellar,8,Apex,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.04,1.4,0.7,0.3,0.13,203,0,0,0.0,0.0,166,1.1,10,7,9,5,7,11,5,6,169,14.4,Rare,Civilian,OPT-01-T8,Afterburner Vector Pack Mk VIII,14040,OPT-09-T8,Shield Projector Grid Mk VIII,41018,OPT-30-T8,Jump Beacon Mk VIII,45843,12218,113119,Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,11.9,15.9,ARC,EXP,civilian,44,Uncommon,VEN-043,Arcane Atelier 1,atelier,Prosperity,Tier 2 - financed asset,Civic+,Moderate,22.3,Line,22624,31673,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,nova-broom-mk-viii,aerial,personal-flight,broom,arcane-personal-flight,apex,rare,civilian,uncommon,prosperity,line,,,,upsert,True
V-PFL-BR-BLW-T8,Bulwark Broom Mk VIII,PFL-BR,Broom,BLW,Bulwark Heavy Industries,8,Apex,Aerial,Personal Flight,Broom,Personal,arcane personal flight,Fantasy / Arcane,Flight,Runic thrust,Mana matrix,Enchanted wood,1,2,0,0.04,1.4,0.7,0.3,0.13,184,0,0,0.0,0.0,162,1.2,10,6,8,6,7,11,6,6,164,16.0,Rare,Civilian,OPT-06-T8,Bio-Muscle Lattice Mk VIII,16848,OPT-11-T8,Countermeasure Cloud Mk VIII,16286,OPT-32-T8,Science Lab Module Mk VIII,42827,11020,86981,"Broom base frame in the personal flight family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,14.1,19.1,ARC,EXP,civilian,46,Rare,VEN-043,Arcane Atelier 1,atelier,Crew,Tier 1 - payroll purchase,Civic,Low,25.5,Line,15657,17396,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-br,bulwark-broom-mk-viii,aerial,personal-flight,broom,arcane-personal-flight,apex,rare,civilian,rare,crew,line,,,,upsert,True
V-PFL-FC-AER-T1,Aetherion Flying carpet Mk I,PFL-FC,Flying carpet,AER,Aetherion Guild,1,Frontier,Aerial,Personal Flight,Flying carpet,Personal,covert / luxury,Fantasy / Arcane,Flight,Bound wind spirits,Battery / Chemical,Silk weave with sigils,1,1,1,0.05,1.8,0.8,0.5,0.09,79,0,0,0.0,0.0,51,0.3,10,3,8,0,0,6,0,2,69,0.0,Uncommon,Civilian,OPT-03-T1,Terrain Adaptive Actuators Mk I,1588,OPT-09-T1,Shield Projector Grid Mk I,5522,OPT-31-T1,Probe Bay Mk I,1890,2310,11310,"Flying carpet base frame in the personal flight family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,,,,,0,0.2,0.2,HOUSE,CIV,civilian,12,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,1.0,Utility,2488,2262,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-fc,aetherion-flying-carpet-mk-i,aerial,personal-flight,flying-carpet,covert-luxury,frontier,uncommon,civilian,common,street,utility,,,,upsert,True
V-PFL-FC-NVF-T1,Nova Flying carpet Mk I,PFL-FC,Flying carpet,NVF,Nova Forge Interstellar,1,Frontier,Aerial,Personal Flight,Flying carpet,Personal,covert / luxury,Fantasy / Arcane,Flight,Bound wind spirits,Battery / Chemical,Silk weave with sigils,1,2,1,0.05,1.8,0.8,0.5,0.09,79,0,0,0.0,0.0,51,0.3,10,3,7,2,0,6,2,2,129,2.5,Uncommon,Civilian,OPT-02-T1,Silent Lift Coils Mk I,1361,OPT-09-T1,Shield Projector Grid Mk I,5522,OPT-30-T1,Jump Beacon Mk I,6171,2348,15402,Flying carpet base frame in the personal flight family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,4.5,4.5,HOUSE,CIV,civilian,12,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,5.3,Line,3388,3080,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-fc,nova-flying-carpet-mk-i,aerial,personal-flight,flying-carpet,covert-luxury,frontier,uncommon,civilian,common,street,line,,,,upsert,True
V-PFL-FC-BLW-T1,Bulwark Flying carpet Mk I,PFL-FC,Flying carpet,BLW,Bulwark Heavy Industries,1,Frontier,Aerial,Personal Flight,Flying carpet,Personal,covert / luxury,Fantasy / Arcane,Flight,Bound wind spirits,Battery / Chemical,Silk weave with sigils,1,2,1,0.05,1.8,0.8,0.5,0.09,72,0,0,0.0,0.0,50,0.4,8,2,6,2,0,6,2,2,128,2.3,Uncommon,Civilian,OPT-03-T1,Terrain Adaptive Actuators Mk I,1588,OPT-09-T1,Shield Projector Grid Mk I,5522,OPT-29-T1,Long-Range Tankage Mk I,1739,2049,10898,"Flying carpet base frame in the personal flight family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,4.5,4.5,HOUSE,CIV,civilian,12,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,5.3,Line,2398,2180,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-fc,bulwark-flying-carpet-mk-i,aerial,personal-flight,flying-carpet,covert-luxury,frontier,uncommon,civilian,common,street,line,,,,upsert,True
V-PFL-FC-AER-T2,Aetherion Flying carpet Mk II,PFL-FC,Flying carpet,AER,Aetherion Guild,2,Standard,Aerial,Personal Flight,Flying carpet,Personal,covert / luxury,Fantasy / Arcane,Flight,Bound wind spirits,Combustion / Reactor,Silk weave with sigils,1,1,1,0.05,1.8,0.8,0.5,0.1,93,0,0,0.0,0.0,63,0.4,10,3,8,1,1,7,1,2,74,1.5,Uncommon,Civilian,OPT-03-T2,Terrain Adaptive Actuators Mk II,2268,OPT-11-T2,Countermeasure Cloud Mk II,3132,OPT-31-T2,Probe Bay Mk II,2700,3504,11604,"Flying carpet base frame in the personal flight family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,,,1800,2.5,2.5,HOUSE,CIV,civilian,12,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,4.1,Utility,2553,2321,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-fc,aetherion-flying-carpet-mk-ii,aerial,personal-flight,flying-carpet,covert-luxury,standard,uncommon,civilian,common,street,utility,,,,upsert,True
V-PFL-FC-NVF-T2,Nova Flying carpet Mk II,PFL-FC,Flying carpet,NVF,Nova Forge Interstellar,2,Standard,Aerial,Personal Flight,Flying carpet,Personal,covert / luxury,Fantasy / Arcane,Flight,Bound wind spirits,Combustion / Reactor,Silk weave with sigils,1,2,1,0.05,1.8,0.8,0.5,0.1,93,0,0,0.0,0.0,63,0.4,10,3,7,2,1,7,2,2,134,2.9,Uncommon,Civilian,OPT-04-T2,Hydrojet Overdrive Mk II,2808,OPT-09-T2,Shield Projector Grid Mk II,7888,OPT-29-T2,Long-Range Tankage Mk II,2484,3405,16585,Flying carpet base frame in the personal flight family; no-wheels catalog entry. Builder profile: clean naval lines and modular mounts. Focus: balanced interstellar yards.,Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,4.7,4.7,HOUSE,CIV,civilian,12,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,6.3,Line,3649,3317,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-fc,nova-flying-carpet-mk-ii,aerial,personal-flight,flying-carpet,covert-luxury,standard,uncommon,civilian,common,street,line,,,,upsert,True
V-PFL-FC-BLW-T2,Bulwark Flying carpet Mk II,PFL-FC,Flying carpet,BLW,Bulwark Heavy Industries,2,Standard,Aerial,Personal Flight,Flying carpet,Personal,covert / luxury,Fantasy / Arcane,Flight,Bound wind spirits,Combustion / Reactor,Silk weave with sigils,1,2,1,0.05,1.8,0.8,0.5,0.1,85,0,0,0.0,0.0,62,0.4,8,2,6,3,1,7,3,2,132,4.1,Uncommon,Civilian,OPT-06-T2,Bio-Muscle Lattice Mk II,3240,OPT-12-T2,Phase Veil Baffle Mk II,10440,OPT-29-T2,Long-Range Tankage Mk II,2484,3092,19256,"Flying carpet base frame in the personal flight family; no-wheels catalog entry. Builder profile: slab-sided, overbuilt, military surplus aesthetics. Focus: armor and siege hulls.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,6.8,6.8,HOUSE,CIV,civilian,14,Common,VEN-001,Transit Dock 1,dealer,Street,Tier 0 - petty cash,,Low,8.4,Line,4236,3851,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-fc,bulwark-flying-carpet-mk-ii,aerial,personal-flight,flying-carpet,covert-luxury,standard,uncommon,civilian,common,street,line,,,,upsert,True
V-PFL-FC-AER-T3,Aetherion Flying carpet Mk III,PFL-FC,Flying carpet,AER,Aetherion Guild,3,Refined,Aerial,Personal Flight,Flying carpet,Personal,covert / luxury,Fantasy / Arcane,Flight,Bound wind spirits,Fusion / Arcane Core,Silk weave with sigils,1,2,1,0.05,1.8,0.8,0.5,0.11,103,0,0,0.0,0.0,73,0.5,10,4,8,2,2,8,2,3,139,3.3,Uncommon,Civilian,OPT-06-T3,Bio-Muscle Lattice Mk III,4050,OPT-08-T3,Reactive Plating Array Mk III,7540,OPT-32-T3,Science Lab Module Mk III,10295,4634,26519,"Flying carpet base frame in the personal flight family; no-wheels catalog entry. Builder profile: ornate, rune-lit, prestige builds. Focus: arcane finesse.",Generated fictional RPG data; adapt freely.,WL-002,Light Arc Carbine,WL-001,Pulse Stunner Array,2700,4.8,5.8,HOUSE,CIV,civilian,16,Common,VEN-001,Transit Dock 1,dealer,Crew,Tier 1 - payroll purchase,Civic,Low,8.2,Line,5834,5304,Green,typeclasses.vehicles.Aircraft,vehicle/aerial/pfl-fc,aetherion-flying-carpet-mk-iii,aerial,personal-flight,flying-carpet,covert-luxury,refined,uncommon,civilian,common,crew,line,,,,upsert,True
